item_id,season,supplier_name,gt_color1,gt_color2,gt_color3,pred_detail_1,pred_detail_2,pred_detail_3,pred_main_1,pred_main_2,pred_main_3,is_multi,confidence_1,confidence_2,confidence_3,image_description,errors,latency_seconds,success,image_path
74388,2026_AW,Shengfeng,Gold,,,Gold,Copper,,Gold,Copper,,False,0.9,0.85,,"The wreath features a metallic gold color with a glossy finish, incorporating reflective tinsel and sequins. The overall appearance is a shimmering gold with slight variations in tone due to the reflective surfaces.",,10.37,True,../pics/2026_AW/Shengfeng_1820/images/74388_23CH0465-80_0_ok SELECTION SHEET-Shengfeng-2026_AW-SF1820.jpg
74093,2026_AW,TIO homedesign,Orange,Fuchsia,,Pink,Orange,,Pink,Orange,,False,0.85,0.9,,"The product consists of two glass candle holders. One is a vibrant pink with a glossy finish, and the other is a warm amber-orange, also glossy. Both have a tulip-shaped top and a slender stem.",,12.94,True,../pics/2026_AW/TIO homedesign_2620/images/74093_25S01237_25S01237-2_0_268503_merged_20250806_081614094.jpg
59760,2026_SS,Evergreat International Co,Natural,Azure blue,,Beige,Light blue,,Beige,Blue,,False,0.85,0.85,,The baskets feature a natural beige tone with vertical light blue woven stripes. The texture is matte with a woven pattern.,,15.12,True,../pics/2026_SS/Evergreat International Co_1784/images/59760_EG034420-WHITE_G73_0_new to import - SELECTION SHEET-Evergreat International Co-2026_SS-SF1784.jpg
69862,2026_AW,Rapc BALI,Natural,Transparent,,Natural,Transparent,,Natural,Transparent,,False,0.9,0.9,,The product features a natural wood tone base with a matte finish and three clear glass holders.,,10.22,True,../pics/2026_SS/Rapc_2562/images/69862_12376_0_SELECTION SHEET-Rapc-2026_SS-SF2562 (3).jpg
43639,2026_AW,Dingsheng Gift,Ecru,Beige,,Off-white,Light beige,,White,Beige,,False,0.85,0.85,,"The statue features a predominantly off-white color with patches of light beige, giving it a weathered appearance. The finish is matte, enhancing the rustic look.",,15.55,True,../pics/2026_AW/Dingsheng Gift_1543/images/43639_19787_0_SELECTION SHEET-Dingsheng Gift-2026_AW-SF1543.jpg
71143,2026_AW,Joyland,Dark brown,Champagne,,Natural,Camel,Dark brown,Natural,Brown,Brown,False,0.95,0.85,0.8,The product features two baskets with a woven texture. The left basket has a dark brown color with lighter brown stripes. The right basket is a lighter brown with a consistent tone throughout. Both have a matte finish.,,13.57,True,../pics/2026_AW/Joyland_2266/images/71143_25W578_0_ESTIMATED ORDER - Joyland-2026_AW-SF2266.jpg
71616,2026_AW,Meizhou Jinfang,Dark green,,,Green,Black,,Green,Black,,False,0.9,0.85,,"The product features a glossy green sequin finish with a dark base, creating a shimmering effect. The sequins cover the entire surface of the cones, providing a vibrant and reflective appearance.",,10.92,True,../pics/2026_AW/Meizhou Jinfang_2213/images/71616_E14606-GR-60CM_E14606-GR-50CM_E14606-GR-40CM_0_266725_merged_20250626_092656081.jpg
61455,2026_AW,Tengxiang Arts & Crafts,Natural,,,Natural,Dark brown,Camel,Natural,Brown,Brown,False,0.95,0.85,0.75,"The product features a natural wood tone with a textured bark exterior in dark brown and lighter brown variations. The interior is a lighter, smooth wood finish.",,12.52,True,../pics/2026_AW/Tengxiang Arts & Crafts_2311/images/61455_SW17985 S_0_SELECTION SHEET-Tengxiang Arts & Crafts-2026_AW-SF2311.jpg
75479,2026_AW,Glassboy,Green,Gold,,Green,Gold,,Green,Gold,,False,0.9,0.85,,"The glass candle holders feature a dominant transparent green color with a crisscross pattern of metallic gold bands. The glass has a glossy finish, enhancing the green hue.",,10.06,True,../pics/2026_AW/Glassboy_1558/images/75479_ML563330_1_0_265379_merged_20251017_082136158.jpg
44417,2026_AW,Saite Gift Co Ltd,Brown,White,,Brown,Gold,Light beige,Brown,Gold,Beige,False,0.85,0.85,0.8,"The product features a brown metallic finish with black dot patterns. The hat has brown and gold stripes. The face is a light cream color, and the tree is a light beige with gold accents.",,12.2,True,../pics/2026_AW/Saite Gift Co Ltd_1560/images/44417_AD278277_0_updated pics - SAMPLE REQUEST SHEET-Saite Gift Co Ltd-2026_AW-SF1560 (3) - Copy_20250620_061134298.jpg
60135,2026_SS,Caveman Furniture,Natural,,,Natural,Brown,,Natural,Brown,,False,0.95,0.85,,The table features a natural wood tone with a clear glass top. The wood has a matte finish with visible grain patterns.,,12.09,True,../pics/2026_SS/Caveman Furniture_2047/images/60135_SW - CFT - TR - 08_0_SELECTION SHEET-Caveman Furniture-2026_SS-SF2047 - CV VIRGO ITEMS.jpg
71664,2026_AW,Saite Gift Co Ltd,White,,,White,Natural,,White,Natural,,False,0.9,0.85,,The product features a matte white finish with cut-out designs. It includes natural rope for hanging.,,10.54,True,../pics/2026_AW/Saite Gift Co Ltd_1560/images/71664_AD279679_AD279685_AD279697_AD279703_0_266585_merged_20250626_115410020.jpg
46929,2026_AW,Wadou Creative Art Co,Beige,Brown,,Brown,Beige,Off-white,Brown,Beige,White,False,0.85,0.85,0.75,"The product features a geometric pattern with dominant colors of brown, beige, cream, and tan. The finish appears matte, and the design includes rectangular blocks of varying sizes.",,11.34,True,../pics/2026_SS/Wadou Creative Art Co_1637/images/46929_3_0_2026_SS-Wadou Creative Art Co-1637-SELECTION-SHEET PAT OK.jpg
56163,2026_SS,Chuangda Porcelain Manufactory,Pink,Orange,,Orange,Pink,,Orange,Pink,,False,0.85,0.85,,The top pot features an orange floral pattern on a white base. The bottom pot has a pink floral pattern on a white base. Both have a matte finish.,,11.18,True,../pics/2026_SS/Chuangda Porcelain Manufactory_1713/images/56163_CD10348C-9136 ORANGE_CD10348C-9136 PINK_0_63084_merged_20241218_101447885.jpg
56934,2026_SS,Ivy Deco Manufacture,Dark blue,,,Dark blue,Black,,Blue,Black,,False,0.9,0.85,,The woven turtle is primarily a dark blue color with a matte finish.,,9.4,True,../pics/2026_SS/Ivy Deco Manufacture_1622/images/56934_TK2987K2C1 - BLUE_0_2026_SS-Ivy Deco Manufacture-1622-SELECTION-SHEET.jpg
71083,2026_SS,Jagdish,White,Orange,,Red,White,,Red,White,,False,0.85,0.85,,"The product consists of two cotton throws. The first has red and white vertical stripes with fringed edges. The second features a red and white color block design, also with fringed edges. Both have a matte finish.",,12.29,True,../pics/2026_SS/Jagdish_1486/images/71083_JOTH 171374 _ 75_0_ESTIMATED ORDER- Jagdish-2026_SS-SF1486.jpg
71919,2026_AW,Beijing Housewares,Turquoise,,,Pink,Orange,,Pink,Orange,,False,0.85,0.85,,"The glass vase features a vibrant pink color with a ribbed texture on the top and bottom sections, and a glossy orange middle section.",,10.47,True,../pics/2026_AW/Beijing Housewares_2223/images/71919_2531107_0_Canton fair selection-Beijing Housewares-2026_fw.jpg
54878,2026_SS,Dingsheng Gift,Beige,,,Beige,Dark brown,,Beige,Brown,,False,0.85,0.85,,"The pot features a natural earthy brown tone with darker brown accents and textured patterns. The finish is matte, giving it a rustic appearance.",,19.1,True,../pics/2026_SS/Dingsheng Gift_1544/images/54878_20H505_0_DINGSHENG 1-2026 SELECTION SHEET.jpg
82687,2026_AW,M&sense,White,Christmas red,Dark green,Off-white,Burgundy,Dark green,White,Red,Green,False,0.85,0.85,0.8,The candle features a cream-colored wax in a transparent glass jar. The jar is decorated with illustrations of skiers and pine trees in dark green and burgundy. The lid is burgundy with white text.,,14.3,True,../pics/2026_AW/M&sense_1639/images/82687_M5_0_SELECTION SHEET-M&sense-2026_AW-SF1639.jpg
42833,2026_AW,Kenton,Camel,,,Light beige,Gold,,Beige,Gold,,False,0.85,0.85,,The product features two bear figures in a light brown color with white hats. They are sitting on white boxes with gold accents. The finish is matte with metallic gold details.,,14.64,True,../pics/2026_AW/Kenton_2160/images/42833_A102036KT_0_SELECTION SHEETPATOK-Kenton-2026_AW-SF2160 .jpg
74115,2026_AW,Glassboy,Light pink,,,Pink,Off-white,,Pink,White,,False,0.9,0.8,,"The glass candle holders are primarily pearl pink with a glossy finish, featuring a smooth, uniform color throughout.",,9.48,True,../pics/2026_AW/Glassboy_2571/images/74115_TM99102_TM99101_0_ESTIMATED ORDER-Glassboy-2026_AW-SF2571.jpg
77417,2026_AW,Betterway,White,Gold,,Off-white,Gold,,White,Gold,,False,0.85,0.85,,The mugs are off-white with real gold text and design elements. The text includes phrases like 'COFFEE LOVER' and 'BEST PART OF THE DAY'. The finish is glossy.,,12.13,True,../pics/2026_AW/Betterway_2726/images/77417_S1D-B3689_8119WA_S1D-B3689_8119WC_0__merged_20251103_110554912.jpg
62996,2026_SS,CV. Palem Craft Jogja,Orange,Natural,,Natural,Red,Yellow,Natural,Red,Yellow,False,0.9,0.85,0.8,"The wall decor features a natural brown center with a woven texture, surrounded by a vibrant red area. A yellow zigzag pattern outlines the red section, adding contrast and visual interest.",,11.73,True,../pics/2026_SS/CV. Palem Craft Jogja_1605/images/62996_DP0396 dia 57 - 1_0_INFORMATION SHEET-CV. Palem Craft Jogja-2026_SS-SF1605.jpg
59669,2026_AW,Amoy,Beige,,,Beige,White,Brown,Beige,White,Brown,False,0.85,0.85,0.8,"The product features a mix of beige, white, and brown tones. The body is primarily beige with white accents on the antlers and dress. The face has brown and white details, and the legs are brown. The dress has a lace pattern, and the boots are a shiny beige. The overall finish is matte with some glossy elements on the boots.",,14.66,True,../pics/2026_AW/Amoy_2162/images/59669_LF2459001_0_SELECTION SHEET-Amoy-2026_AW-SF1845-SF2162.jpg
78076,2026_AW,All Market ,Light blue,,,Silver,Light blue,Turquoise,Silver,Blue,Blue,False,0.85,0.85,0.75,"The decorative panel features a mix of reflective metallic finishes in shades of teal blue, light blue, and silver. The surface has a glossy, mirror-like quality with a grid pattern of square tiles.",,11.77,True,../pics/2026_AW/All Market _2674/images/78076_Sequin pane - Blue mix_0_ESTIMATED ORDER - All Market -2026_AW-SF2674.jpg
63017,2026_SS,CV. Palem Craft Jogja,Natural,,,Natural,Transparent,,Natural,Transparent,,False,0.95,0.9,,"The product features a natural sisal texture in a light brown tone with a central glass mirror. The sisal has a matte finish, creating a rustic appearance.",,11.19,True,../pics/2026_SS/CV. Palem Craft Jogja_1605/images/63017_MP0450 (modif DP0463) - dia 120 cm - 3_0_INFORMATION SHEET-CV. Palem Craft Jogja-2026_SS-SF1605.jpg
62478,2026_AW,Jin Li Shi Arts And Crafts,Brown,,,Grey,Black,,Grey,Black,,False,0.9,0.85,,"The product features a weathered grey wood finish with a rustic appearance. The glass panels are clear, and the hinges and handles are black. The overall look is vintage with a matte texture.",,12.49,True,../pics/2026_AW/Jin Li Shi Arts And Crafts_2245/images/62478_25A0005 antic white_0_Copy of INFORMATION SHEET-Jin Li Shi Arts And Crafts-2026_AW-SF2245 ok.jpg
74149,2026_AW,Jianwen Craft,White,Black,,White,Black,,White,Black,,False,0.85,0.9,,The product features a black and white spotted pattern on a matte finish surface.,,9.48,True,../pics/2026_AW/Jianwen Craft_2161/images/74149_11617541-5_116175551-5_11617561-5_1_0_265265_merged_20250806_113801229.jpg
72184,2026_AW,Shenyang New Seasons Arts&craf,Christmas red,,,Red,,,Red,,,False,0.9,,,"The product consists of three red glass Christmas trees with a glossy finish, featuring a textured surface that adds depth to the color.",,10.62,True,../pics/2026_AW/Shenyang New Seasons Arts&craf_1816/images/72184_XH-F0014_0_INFORMATION SHEET-Shenyang New Seasons Arts&craf-2026_AW-SF1816 (1).jpg
57070,2026_SS,Evergreat International Co,Natural,,,Natural,,,Natural,,,False,0.95,,,"The product features a natural wood tone with a woven texture, displaying variations of light and dark brown. The finish is matte, enhancing the organic appearance.",,12.11,True,../pics/2026_SS/Evergreat International Co_1784/images/57070_EG16244-NATURAL BANANA_0_SELECTION SHEET-Evergreat International Co-2026_SS-SF1784_20250415_142328124.jpg
44425,2026_SS,"Master International Trade Co.,Ltd",Blue,White,,Blue,White,,Blue,White,,False,0.85,0.85,,"The product features a pattern of alternating blue and white stripes. The blue is a solid, vibrant shade, while the white is plain and clean. The finish appears to be matte.",,11.33,True,"../pics/2026_SS/Master International Trade Co.,Ltd_1603/images/44425_MB380C_4-10-1_1_Copie de 2026_SS-MasterInternationalTradeCo.Ltd-1603-INFORMATION-SHEET.jpg"
67846,2026_AW,Topchoice,Gold,White,,White,Gold,,White,Gold,,False,0.85,0.9,,"The product features alternating bands of matte white and metallic gold, creating a striped pattern. The gold has a shiny finish, adding a reflective quality.",,10.29,True,../pics/2026_AW/Topchoice_2163/images/67846_24004A-2_0_INFORMATION SHEET-Topchoice-2026_AW-SF2163-0521.jpg
69990,2026_SS,Supersonic Marketing (KOMO),Multi,,,Pink,Orange,,Pink,Orange,,False,0.85,0.85,,The product consists of two lunch bags with vertical stripes. The first bag features red and pink stripes with orange handles and text. The second bag has orange and pink stripes with pink handles and text. Both bags have a matte finish.,,14.25,True,../pics/2026_SS/Supersonic Marketing (KOMO)_2169/images/69990_EXAP-KOMO-2025_JL-002-pink_orange_1_0_ESTIMATED ORDER - Supersonic Marketing (KOMO)-2026_SS-SF2169 (1).jpg
56108,2026_SS,Kiyi Gift,White,Yellow,,White,Mustard yellow,Black,White,Yellow,Black,False,0.9,0.85,0.7,The plush duck features a fluffy white body with a mustard yellow beak and feet. It has a small black eye detail.,,10.41,True,../pics/2026_SS/Kiyi Gift_1573/images/56108_KY24SP3020_0_Copie de 2026_SS-KiyiGift-1573-INFORMATION-SHEET_20241218_101002018.jpg
74925,2026_AW,Wbt Manufacturing,Beige,Dark brown,,Beige,Dark brown,Brown,Beige,Brown,Brown,False,0.85,0.85,0.8,The bear doorstop features a light beige body with a dark brown hat and nose. It wears a brown plaid jacket with a mix of darker and lighter brown tones.,,15.32,True,../pics/2026_AW/Wbt Manufacturing_2442/images/74925_WBT7617_0_OK INFORMATION SHEET-Wbt Manufacturing-2026_AW-SF2442 (1)_20250909_130331445.jpg
70137,2026_AW,Gemy Welldone Glass,Orange,,,Green,,,Green,,,False,0.9,,,"The product is a green glass bottle with a textured surface, featuring a spherical stopper. The glass has a glossy finish.",,8.85,True,../pics/2026_AW/Gemy Welldone Glass_2327/images/70137_J71251167P-2_0_SAMPLE REQUEST SHEET-Gemy Welldone Glass-2026_AW-SF2327-1.jpg
73208,2026_AW,Umiss ,Grey-green,,,Dark green,Gold,,Green,Gold,,False,0.9,0.85,,The product is a paper tree with a dark green color and a matte finish.,,10.24,True,../pics/2026_AW/Umiss _2443/images/73208_CS-13_25cm_Pantone 5625U_0_to import INFORMATION SHEET-Umiss -2026_AW-SF2443_20250709_133651709.jpg
50663,2026_SS,Huixiang,Ocher yellow,,,Camel,Off-white,,Brown,White,,False,0.85,0.85,,"The LED candle features a warm brown wax exterior with a matte finish. The flame is a lighter, off-white color.",,14.98,True,../pics/2026_SS/Huixiang_1681/images/50663_N24CT0710BN_0_2026_SS-Huixiang-1681-INFORMATION-SHEET_20241121_160147611.jpg
75075,2026_AW,Rajkamal Overseas,White,,,Beige,Off-white,,Beige,White,,False,0.85,0.85,,"The tray features a light natural wood tone with a subtle whitewashed finish, giving it a rustic and matte appearance.",,14.54,True,../pics/2026_AW/Rajkamal Overseas_2206/images/75075_77276_0_ESTIMATED ORDER-Rajkamal Overseas-2026_AW-SF2206.jpg
71238,2026_SS,Orange Concept,Green,,,Multi,,,Multi,,,True,1.0,,,"The armchair features a vibrant green base with a colorful floral pattern. The flowers include shades of pink, red, blue, and orange, with green leaves. The legs are black. The fabric has a matte finish.",,9.78,True,../pics/2026_SS/Orange Concept_2475/images/71238_OCI-2408_0_Copy of INFORMATION SHEET-Orange Concept-2026_SS-SF2475.jpg
67910,2026_AW,Meizhou Jinfang,White,,,Silver,Off-white,,Silver,White,,False,0.85,0.85,,"The product features a metallic wireframe structure in a silver tone, illuminated by warm white lights. The lights create a glowing effect throughout the structure.",,10.75,True,../pics/2026_AW/Meizhou Jinfang_1759/images/67910_R7182_0_INFORMATION SHEET-Meizhou Jinfang-2026_AW-SF1759.jpg
35269,2026_SS,Like Ceramics,White,Orange,,White,Orange,Green,White,Orange,Green,False,0.9,0.9,0.8,The tea set features a white ceramic base with vibrant orange fruit patterns and green leaves. The teapot has a natural wood tone handle. The design is glossy and smooth.,,10.21,True,../pics/2026_SS/Like Ceramics_1295/images/35269_LYT10+LY660-ORANGE_0_ESTIMATED ORDER-Like Ceramics-2026_SS-SF1295 (1).jpg
49394,2026_SS,Longda Ceramics,Green,Blue,,Green,Blue,Light beige,Green,Blue,Beige,False,0.9,0.85,0.75,"The ceramic pitcher features a glossy green body with a blue and green bird-like design on the spout. The handle is a matching green, and the interior is a light beige. The overall finish is glossy.",,13.3,True,../pics/2026_SS/Longda Ceramics_1769/images/49394_LD6076-K8-9.5_ GREEN BLUE_0_2026_SS-Longda Ceramics-1769-SELECTION-SHEET PART II.jpg
66043,2026_AW,Kj Home Collection,Transparent,,,Transparent,,,Transparent,,,False,0.9,,,"The vase is primarily a clear glass with an embossed tree pattern. The glass has a glossy finish, enhancing its transparency and reflective qualities.",,10.58,True,../pics/2026_AW/Kj Home Collection_2434/images/66043_WL-25030_0_Copy of INFORMATION SHEET-Kj Home Collection-2026_AW-SF2434.jpg
34545,2026_SS,Teammann,White,Natural,,White,Natural,,White,Natural,,False,0.9,0.85,,The product features a series of white birds with a matte finish perched on a natural wood tone branch.,,9.03,True,../pics/2026_SS/Teammann_1040/images/34545_F62-24026_0_SELECTION SHEET-Teammann-2026_SS-SF1040.jpg
66158,2026_AW,Xd Glass,Transparent,Gold,,Gold,Gold,,Gold,Gold,,False,0.765,0.85,,The bowl is primarily transparent glass with a thin metallic gold edge. The glass has a textured finish.,,11.17,True,../pics/2026_AW/Xd Glass_2290/images/66158_XDHL108_0_SELECTION SHEET-Xd Glass-2026_AW-SF2290 PAT OK.jpg
59611,2026_SS,Marg Shree ,Orange,Pink,,Pink,Orange,,Pink,Orange,,False,0.85,0.85,,"The vases feature a ribbed design with two distinct colors: a transparent orange and a vibrant pink. The glass material gives a glossy finish, enhancing the vividness of the colors.",,13.39,True,../pics/2026_SS/Marg Shree _1240/images/59611_MSE-24021408A Orange + Pink_MSE-24021408_A PINK_0__merged_20250411_113940596.jpg
50673,2026_SS,Huixiang,Light orange,,,Orange,,,Orange,,,False,0.95,,,The LED candle is predominantly orange with a waxy texture.,,11.16,True,../pics/2026_SS/Huixiang_1681/images/50673_N24CT1015ER_0_2026_SS-Huixiang-1681-SELECTION-SHEET PAT OK.jpg
66029,2026_SS,Deco Import,White,Olive,,Off-white,Green,,White,Green,,False,0.85,0.85,,"The product features two shell-shaped trays. One is a glossy sage green, and the other is a matte off-white with a speckled texture.",,12.65,True,../pics/2026_SS/Deco Import_1519/images/66029_HZ86156_1_0__merged_20250521_064051409.jpg
67751,2026_AW,Nanyang Arts And Crafts,Gold,Black,,Gold,Dark grey,,Gold,Grey,,False,0.9,0.85,,The product features a gold snake with a metallic finish under a clear glass dome. The base is a dark metallic color with a glossy finish.,,10.07,True,../pics/2026_AW/Nanyang Arts And Crafts_1902/images/67751_NY9574751B_0_SELECTION SHEET-Nanyang Arts And Crafts-2026_AW-SF1530-SF1902-SF2157.jpg
60410,2026_AW,Amoy,Brown,Christmas red,,Camel,Red,Dark brown,Brown,Red,Brown,False,0.85,0.85,0.75,"The moose-shaped cushion features a dominant light brown color with a textured finish. It has red accents on the nose, scarf, and lettering, with white details on the scarf and nose. The antlers are a darker brown, and there are green and red details on the holly decoration.",,15.32,True,../pics/2026_AW/Amoy_2162/images/60410_HAZ2419010_0_INFORMATION SHEET-Amoy-2026_AW-SF2162.jpg
71250,2026_AW,Nanyang Arts And Crafts,Gold,,,Gold,,,Gold,,,False,0.95,,,"The product features a gold finish with a metallic sheen, giving it a uniform appearance. The glasses add a subtle accent but remain within the gold color scheme.",,11.49,True,../pics/2026_AW/Nanyang Arts And Crafts_2157/images/71250_NY9967600_NY0041200_0__merged_20250624_104952781.jpg
57527,2026_SS,Tengyi,White,Green,,White,Orange,Yellow,White,Orange,Yellow,False,0.85,0.85,0.85,"The flowerpot faces are primarily white with glossy finishes. Each has a distinct flower crown: one orange, one yellow, one green, and one pink, all with a glossy finish.",,11.95,True,../pics/2026_SS/Tengyi_1574/images/57527_D242696A green_0_2026_SS-Tengyi-1574-SELECTION-SHEET.jpg
69996,2026_SS,Supersonic Marketing (KOMO),Multi,,,Turquoise,Yellow,Green,Blue,Yellow,Green,False,0.85,0.85,0.75,"The beaded pouches feature a vibrant design with dominant turquoise and bright yellow beads. The first pouch has a central yellow pattern with turquoise text, while the second pouch displays a circular yellow pattern with turquoise and green accents. Both pouches have a tassel matching the dominant colors. The finish is matte due to the beaded texture.",,17.11,True,../pics/2026_SS/Supersonic Marketing (KOMO)_2169/images/69996_EXAP-KOMO-2025_JL-023_1_0_61420_merged_20250606_105756211.jpg
78061,2026_AW,All Market ,Gold,,,Gold,Champagne,,Gold,Champagne,,False,0.9,0.85,,"The chandelier features a matte gold frame with clear transparent acrylic beads. The beads have a subtle champagne tint, creating a luxurious appearance. The overall design is multi-tiered with a metallic finish.",,12.64,True,../pics/2026_AW/All Market _2674/images/78061_AM929LI -champagne_gold_0_SELECTION SHEET-All Market -2026_AW-SF2674.jpg
54454,2026_SS,Crystal Coast Glassware,Light blue,,,Blue,,,Blue,,,False,0.8075,,,"The product is a clear glass with a textured, ribbed surface, giving it a glossy finish.",,8.7,True,../pics/2026_SS/Crystal Coast Glassware_1720/images/54454_40248-97B_0_samples of 2026_SS-Crystal Coast Glassware-1720-INFORMATION-SHEET_20241129_142103430.jpg
56217,2026_SS,Xianju Zhongyuan Arts And Craf,Blue,White,,Dark blue,White,Natural,Blue,White,Natural,False,0.85,0.85,0.75,"The lighthouse features navy blue, white, and natural rope tones. It has a matte finish with a decorative net and starfish. The hanging fish are navy blue and cream with a natural rope loop.",,12.34,True,../pics/2026_SS/Xianju Zhongyuan Arts And Craf_1632/images/56217_ZYT3726P_0_2026_SS-Xianju Zhongyuan Arts And Craf-1632-INFORMATION-SHEET.jpg
73751,2026_AW,Layn Sino Furniture,Burgundy,,,Beige,,,Beige,,,False,0.85,,,The sofa and ottomans are in a uniform taupe color with a matte fabric finish.,,14.11,True,../pics/2026_AW/Layn Sino Furniture_2337/images/73751_LSR23171- burgundy_0_INFORMATION SHEET-Layn Sino Furniture-2026_AW-SF2337 0721.jpg
59789,2026_SS,Daikai,Natural,Blue,,Natural,Blue,White,Natural,Blue,White,False,0.9,0.85,0.8,The product features a natural seagrass tone with a prominent blue woven pattern and a white band at the top. The finish is matte with a textured appearance.,,15.75,True,../pics/2026_SS/Daikai_1597/images/59789_23S22UP1163S2-E_0_ESTIMATED ORDER - Daikai-2026_SS-SF1597.jpg
62233,2026_SS,Artesania del esparto,Natural,,,Natural,Beige,,Natural,Beige,,False,0.95,0.85,,"The product features a natural straw color with a woven pattern, showcasing variations of light brown and beige tones typical of esparto grass. The texture is matte and fibrous.",,17.7,True,../pics/2026_SS/Artesania del esparto_2002/images/62233_Panel 100 x 100_0_INFORMATION SHEET-Artesania del esparto-2026_SS-SF2002 JOLIPA.jpg
43035,2026_SS,Decor Zone,White,,,White,,,White,,,False,0.9,,,The table is predominantly white with a matte finish. It features a circular design with a section of parallel lines creating a subtle pattern.,,9.2,True,../pics/2026_SS/Decor Zone_1564/images/43035_DZ2410132-R2-WHT_0_2026_SS-Decor Zone-1564-INFORMATION-SHEET.jpg
54733,2026_SS,Nanyang Arts And Crafts,Multi,,,Orange,Pink,Yellow,Orange,Pink,Yellow,False,0.85,0.85,0.75,"The product features a glossy orange flower top, a pink stem, and a white base. The flower center has a subtle yellow tint.",,10.48,True,../pics/2026_SS/Nanyang Arts And Crafts_1529/images/54733_NY9963500_0_DEF 2026_SS-Nanyang Arts And Crafts-1529-INFORMATION-SHEET (1)_20241205_105035970.jpg
54923,2026_SS,Rmv,Brown,,,Brown,Beige,White,Brown,Beige,White,False,0.85,0.85,0.85,"The product consists of three striped elephant figurines. The colors are brown, beige, and white, each with a matte finish and a ribbed texture.",,18.87,True,../pics/2026_SS/Rmv_1548/images/54923_RK250087-N1_N2_N3 BROWN_0_RMV 1-2026 SELECTION SHEET.jpg
75419,2026_AW,Glassboy,White,,,White,Transparent,,White,Transparent,,False,0.9,0.85,,"The ornament is predominantly white with a matte finish, featuring a textured surface of small, clear, glossy beads that add a sparkling effect.",,13.24,True,../pics/2026_AW/Glassboy_1558/images/75419_982103065_0_to import SELECTION SHEET-Glassboy-2026_AW-SF1558 (1).jpg
